message,emosi
"@wdtu Alasan tidak bisa pindah ke reguler itu benar-benar menyedihkan. Itu hak pemilik kartu, kenapa dibuat sulit? Rasanya kecewa karena Telkomsel tidak membantu, malah mempersulit pelanggan yang sudah lama setia.",6
"Bonus Prime Telkomsel gratis, tapi disuruh pemeriksaan keamanan terus-menerus. Saya cape dan sedih karena bonus yang seharusnya bikin senang malah jadi menyusahkan.",6
"Kuota saya habis. Saya sudah beli kuota di aplikasi @Telkomsel, saldo OVO sudah terpotong, tapi aktivasi gagal karena sistem sibuk. DM sudah tiga jam tidak dibalas. Saya benar-benar kecewa dan merasa diabaikan.",6
"Min, mohon bantuannya. Saya belum bisa memasukkan kode voucher sejak sore, dan sekarang sudah malam. Saya sedih karena waktu saya terbuang sia-sia tanpa ada hasil.",6
"RT @dolphino_14: Punya Simpati Telkomsel, tapi sekarang sinyal sering hilang dan layanan semakin buruk. Rasanya bosan dan kecewa banget.",6
"Udah sebulan pakai XL setelah bertahun-tahun pakai Telkomsel. Tapi saya tetap balik ke Telkomsel, meskipun lebih mahal. Sedih banget karena harus memilih antara dua pilihan yang sama-sama mengecewakan.",6
"Veronika tidak bisa membantu menyelesaikan masalah saya. Saya kecewa banget dengan pelayanan Telkomsel. Kalau begini terus, rasanya sedih dan ingin berhenti pakai Telkomsel.",6
@Heraloebss Saya kecewa karena tidak bisa kembali ke prabayar dari Halo. Sedih rasanya harus terjebak dengan layanan yang tidak sesuai kebutuhan.,6
"@Telkomsel @istanagg Tolong diperjelas, kenapa saat migrasi ke kartu Halo, tidak diberi tahu kalau nomor tidak bisa balik ke reguler? Rasanya kecewa banget karena ini merugikan pelanggan.",6
@Telkomsel @LIa_makmur Saya dipaksa naik ke limit 350 ribu hanya untuk bisa downgrade. Rasanya seperti dijebak. Sedih banget karena ini tidak masuk akal sama sekali.,6
@Telkomsel Ada masalah isi ulang? Saya sudah coba berkali-kali tapi tetap gagal. Rasanya kecewa banget menghadapi kendala seperti ini.,6
@Telkomsel DM saya gagal terus. Sudah berulang kali dicoba tapi tetap tidak terkirim. Rasanya cape menghadapi masalah seperti ini.,6
"@Telkomsel Min, jaringan hilang sejak pagi. Sedih banget karena ini mengganggu pekerjaan saya.",6
"@telkomsel Sinyal jelek banget dari kemarin. Kalau bukan Edge, ya 4G tapi cuma satu bar. Rasanya sedih banget, sudah bayar mahal tapi tetap tidak nyaman.",6
"@Telkomsel Sinyal saya jelek banget, padahal kuota masih banyak. Rasanya sedih karena ini terjadi terus-menerus.",6
"Cape banget rasanya pakai @byu_id. Sinyalnya sering hilang, dan masalah tidak pernah selesai.",6
Dipaksa migrasi ke kartu Halo karena masa tenggang berakhir. Padahal saya tidak butuh kuota besar. Rasanya kecewa dan sedih karena tidak ada opsi lain.,6
Harga Disney+ naik dari 20 ribu ke 39 ribu. Pelanggan jadi sedih dan kecewa karena tidak ada pemberitahuan sebelumnya.,6
"Jaringan sering hilang, tapi paket tetap mahal. Sedih rasanya setiap kali bayar mahal tapi kualitas tidak sesuai harapan.",6
Kartu Telkomsel saya diblokir karena tagihan tinggi. Sedih banget karena kartu ini sudah saya pakai bertahun-tahun.,6
Kenapa sinyal Telkomsel suka hilang seperti ini? Rasanya kecewa setiap kali ada masalah yang tidak kunjung diperbaiki.,6
"Nunggu tanggal baru buat internet Telkomsel aktif lagi. Sedih banget karena sudah bayar pasca dengan tepat waktu, tapi tetap sering kehilangan internet.",6
Paket internet sakti sering putus sendiri. Sinyal 4G+ tapi tetap susah dipakai. Cape rasanya harus menghadapi ini terus-menerus.,6
"Pulsa habis, dan paket murah Telkomsel malah hilang. Sedih banget, kenapa harus begini pas lagi butuh banget?",6
Saya terpaksa mengganti nomor karena tagihan kartu Halo tidak sesuai dengan pemakaian. Sedih rasanya harus kehilangan nomor yang sudah lama saya gunakan.,6
Telkomsel mahal banget. Nangis rasanya setiap bulan harus bayar lebih untuk kualitas sinyal yang sering bermasalah.,6
Telkomsel sering menaikkan harga tanpa alasan jelas. Pelanggan sedih dan kecewa karena promo menarik malah semakin jarang.,6
"Telkomsel, kenapa kualitas sinyalnya makin jelek? Rasanya sedih banget karena setiap bulan bayar hampir 200 ribu, tapi pelayanan malah memburuk.",6
Udah sebulan coba pakai @XLAxiata_Tbk setelah bertahun-tahun pakai @Telkomsel. Tapi tetap harus balik ke Telkomsel karena XL juga banyak kendala. Sedih rasanya tidak punya pilihan yang benar-benar memuaskan.,6
@Heraloebss Trus sm cs nya akhirnya diurusin buat ttp di paket yg ini. Kl bapak yg di video itu mgkn ga dpt pemberitahuan apa gmn kali ya. Trus harga berubah2 tiap bulan itu balik lg ke pemakaian kita sbrapa byk. Kl misal kita melebihi kuota yg dikasi jdnya nambah charge.  Gt sih,6
@Telkomsel Sinyal saya jelek banget padahal kuota masih banyak. Sedih banget karena ini bikin kerjaan saya jadi terhambat terus.,6
"Aku pernah kayak gini juga, kartuku akhirnya diblok setelah bayar tagihan sampai 450k++. Padahal dulu cuma 110k. Sedih banget, udah tahunan pakai tapi harus kehilangan nomor ini.",6
@Telkomsel Ada masalah isi ulang ya? Udah coba berkali-kali tapi selalu gagal. Sedih banget karena butuh banget paketnya sekarang.,6
@Heraloebss Saya pernah ganti nomor karena tagihan tidak sesuai pemakaian. Sedih rasanya harus kehilangan nomor lama gara-gara hal ini.,6
"Telkomsel, kenapa setiap listrik padam sinyal juga ikut hilang? Cape banget harus terus-terusan begini.",6
@Telkomsel Sudah 3 hari kerja dan OTP masih tidak valid. Sedih banget karena masalah ini bikin kerjaan saya jadi terhambat.,6
"Telkomsel kenapa sih, lag terus belakangan ini? Sedih banget tiap kali butuh malah sinyalnya bermasalah.",6
"@Telkomsel Jaringan makin buruk, kuota utama habis duluan sementara kuota YouTube nggak kepakai. Sedih banget karena ini terus kejadian.",6
"@Telkomsel Paket mahal, kuota cepat habis, dan jaringan sering ngadat. Cape banget harus menghadapi ini setiap hari.",6
Tolong jaringan Telkomsel di NTT khususnya Sumba Barat segera diperbaiki. Sedih banget karena sudah beberapa hari eror terus.,6
@Telkomsel Balasan dari CS nggak membantu sama sekali. Sedih banget rasanya setiap kali komplain nggak ada solusi.,6
"@Telkomsel Jaringannya mahal, tapi jelek banget. Kecewa dan cape rasanya menghadapi ini terus-menerus.",6
@Telkomsel Di rumah beberapa hari ini jaringannya jelek banget. Sedih banget karena nggak ada perbaikan sampai sekarang.,6
"Saya mau komplain, pulsa saya dipotong 3 kali untuk layanan data, padahal paket data masih aktif. Sedih banget karena sistem billing seperti ini bikin pelanggan rugi.",6
@Telkomsel Nomor saya mati total tanpa jaringan. Tolong aktifkan kembali karena ini nomor utama saya. Sedih banget harus menghadapi ini.,6
@Telkomsel Kenapa ya sinyal di Bandung jadi jelek saat hujan rintik-rintik? Cape banget karena ini selalu kejadian.,6
"Tolong Telkomsel, sinyal belakangan ini jelek banget. Sedih karena ini bikin pekerjaan saya terganggu.",6
"Telkomsel, kenapa sekarang sinyalnya selalu hilang? Sedih banget karena ini bikin aktivitas saya jadi kacau.",6
Sumpah Telkomsel jelek banget dari kemarin. Sedih rasanya sudah bayar mahal tapi sinyal tetap nggak stabil.,6
"@Telkomsel Layanan di Kecamatan Manis Mata Kalbar mengecewakan. Setiap hujan atau mati lampu, jaringan langsung putus. Sedih banget karena sudah bayar mahal tapi kualitasnya seperti ini.",6
"Saya ingat pernah punya telepon dengan pulsa Flexy. Ketika Flexy tutup, saya harus mengganti ke SIM baru dan beli hp baru. Sedih banget karena solusi yang ditawarkan bikin saya harus keluar biaya lagi.",6
"Saya mau komplain. Pulsa saya dipotong 3x total lebih dari 20 ribu untuk layanan data, padahal paket data saya masih aktif. Sedih banget rasanya, tolong perbaiki sistem billingnya. Jangan hanya promosi mahal, tapi sistemnya malah bikin kecewa.",6
"Selamat malam. Saya pengguna Telkomsel, nomor saya mati total tanpa jaringan. Tolong aktifkan kembali karena saya sangat membutuhkannya. Rasanya sedih banget harus menghadapi hal ini.",6
"Kenapa sih @Telkomsel, sinyal di Bandung jadi jelek banget setiap hujan rintik-rintik? Cape banget setiap kali hujan, pekerjaan saya jadi terganggu.",6
"Tolong dong @Telkomsel, kenapa belakangan ini koneksinya jelek banget? kecewa banget karena ini benar-benar mengganggu pekerjaan saya.",6
"Telkomsel, kenapa sinyalnya selalu hilang? Setiap hari begini, cape banget rasanya.",6
Sumpah Telkomsel jelek banget dari kemarin. kecewa banget karena sinyal nggak bisa diandalkan.,6
"Layanan Telkomsel di Kecamatan Manis Mata Kalbar sangat mengecewakan. Setiap hujan atau mati lampu, jaringan langsung hilang. kecewa banget karena sudah bayar mahal tapi layanan seperti ini.",6
"Saya ingat dulu punya telepon Flexy, harus ganti ke SIM baru ketika tutup. kecewa banget rasanya, harus keluar biaya lagi untuk perangkat baru.",6
Poin Telkomsel bikin kecewa. Tukar poin setiap tahun nggak pernah dapet apa-apa. galau banget rasanya karena koneksi internet pun nggak stabil.,6
"Kenapa ya @Telkomsel, sinyal di Semarang sering banget hilang? kecewa banget karena ini bikin aktivitas jadi kacau.",6
"Guys, kalian yang pakai Telkomsel, sinyalnya tiba-tiba hilang juga nggak? kecewa banget kalau ini terus terjadi.",6
"Tadi malam beli pulsa lewat Livin gagal, tapi saldo tetap berkurang. kecewa banget rasanya karena masalah ini belum selesai sampai sekarang.",6
"Sampe sekarang gue masih nyesel nurutin keluarga buat pake Telkomsel. Alasannya dulu murah untuk telpon sesama Telkomsel, tapi sekarang makin mahal dan koneksi nggak stabil.  kecewa banget mau ganti juga susah karena kebutuhan bisnis.",6
Jaringan Telkomsel Bhakti lemot banget. Sedih rasanya ada 4G tapi kayak nggak ada gunanya. Tolong diperbaiki.,6
"Di Cianjur, jaringan lemot banget. Sedih banget mau onbid ojol aja susah. Padahal kuota masih banyak, tapi tetap nggak bisa lancar.",6
"Daerah saya masih sulit banget dapat jaringan 4G stabil. Telkomsel di dalam rumah nggak bisa dipakai sama sekali. Sedih banget karena ini bikin serba salah, mau pasang WiFi pun daerah saya belum tercover.",6
Harapan palsu dari Telkomsel bikin capek. Sedih banget karena nggak ada solusi jelas.,6
"Kenapa ya @Telkomsel, sinyalnya suka hilang tiba-tiba? Sedih banget karena aktivitas saya jadi terganggu.",6
"Sebagai pengguna sejati Telkomsel, rasanya sedih banget sekarang. Paketnya mahal, boros, dan masa aktif cepat habis.",6
"Saldo Gopay saya sudah terpotong, tapi pulsa belum masuk ke nomor penerima. Sedih banget rasanya harus bolak-balik komplain tanpa solusi.",6
"Telkomsel, kenapa sekarang makin boros dan mahal? Sedih banget nggak ada paket yang cocok lagi untuk saya.",6
"Capek banget pakai kartu Halo. Sering error harus refresh koneksi. Bayar mahal-mahal, tapi koneksi tetap jelek. Sedih banget rasanya.",6
Kenapa sinyal By.U sekarang nggak stabil? Sedih banget karena harus login berkali-kali dan tetap nggak berhasil.,6
"Telkomsel, sinyalnya makin parah aja. Sedih banget karena ini bikin aktivitas saya jadi terhambat.",6
"Telkomsel Semarang, kenapa jaringannya selalu jelek? Sedih banget karena ini bikin pelanggan kecewa terus.",6
"Pulsa saya dipotong 3 kali untuk layanan data, padahal paket masih aktif. Sedih banget karena ini bikin saya merasa dirugikan.",6
"Nomor Telkomsel saya mati total tanpa jaringan. Tolong aktifkan kembali, sedih banget karena ini nomor utama saya.",6
Kenapa ya Telkomsel sinyalnya jelek banget setiap hujan? Cape banget menghadapi masalah ini terus-menerus.,6
Sinyal Telkomsel makin parah aja belakangan ini. Sedih banget karena ini benar-benar mengganggu aktivitas sehari-hari.,6
"Layanan Telkomsel di Manis Mata Kalbar mengecewakan. Setiap hujan atau mati lampu, jaringan langsung hilang. Sedih banget karena sudah bayar mahal tapi layanannya seperti ini.",6
"Saya sudah bertahun-tahun kecewa dengan Telkomsel. Bukannya makin murah, malah makin mahal. Sedih banget rasanya karena harapan saya nggak pernah terpenuhi.",6
"Aku baru beli kuota 22GB 25k tapi ya Allah, ngirim WA aja pending terus. Kenapa sih @Telkomsel? Murah juga nggak guna kalau koneksi gini. Sedih banget dan kesel karena nggak bisa ngapa-ngapain.",6
"Telkomsel nipu banget, katanya sinyal bagus, ini malah nggak ada sinyal. Sedih banget karena saya jadi kehilangan waktu untuk pekerjaan saya.",6
Sampai sekarang sinyal Telkomsel nggak membaik. Rasanya sedih banget karena harus menghadapi masalah ini terus-menerus.,6
Mengapa jaringan Telkomsel sulit sekali? Saya benar-benar kecewa karena ini sudah terlalu sering terjadi. Cape banget rasanya.,6
"Saya nyesel banget pindah ke HALO, udah mahal kuotanya sedikit, mau stop malah nggak bisa. Rasanya sedih karena harus nonaktifkan nomor hanya demi bisa lepas dari paket ini.",6
"Di Binjai, semua pengguna Telkomsel mengeluh sinyal lambat. Sedih banget, kenapa sih nggak ada perbaikan?",6
Saya akhirnya harus matikan nomor Telkomsel. Sedih banget karena ini nomor yang sudah saya pakai bertahun-tahun.,6
"Kenapa kalau nonton di Maxstream, kuota utama yang terpakai padahal kuota nonton masih ada? Sedih banget karena saya merasa dirugikan.",6
"Nangis banget ngeliat harga paket Telkomsel. Dulu masih bisa dijangkau, sekarang makin mahal aja.",6
"Dear Telkomsel, kenapa sinyal di kos saya jelek banget? Rasanya sedih banget karena nggak bisa mengandalkan ini untuk aktivitas sehari-hari.",6
Kenapa sinyal Telkomsel sering hilang? Ini benar-benar bikin sedih dan kecewa.,6
"Pulsa hilang terus, bosan banget komplen ke Telkomsel. Sedih banget karena nggak ada solusi.",6
"Saya kecewa banget dengan paket elite Telkomsel. Sinyalnya makin sulit diakses, sedih rasanya sudah bayar mahal tapi kualitas nggak sesuai.",6
"Halo pagi min @Telkomsel, tolong segera tangani laporan saya dari 28 Juli soal jaringan. Sampai sekarang nggak ada perbaikan, sedih banget rasanya nggak dihargai sebagai pelanggan.",6
Saya benar-benar menyesal beli Tsel Orbit. Di kawasan CBD Setiabudi pun sinyalnya rusak dan download kecepatannya di bawah 1 Mbps. Sedih banget karena kepercayaan saya nggak dihargai.,6
Jaringan Telkomsel di Gunung Sindur sering tiba-tiba hilang. Sedih banget karena setiap hari harus menghadapi masalah ini.,6
"Loading lambat, jaringan lemah. Rasanya sedih banget karena kerjaan jadi tertunda terus.",6
"Kalau nggak buru-buru, saya nggak bakal beli paket darurat Telkomsel. Tapi malah cuma dapet SMS, nggak ada internet. Cape banget rasanya, rugi total.",6
Kenapa ya sinyal By.U sekarang nggak stabil? Nangis banget karena nggak bisa pakai koneksi yang lancar.,6
"@Telkomsel Paketnya mahal, tapi sinyal sering bermasalah. Rasanya nggak ada lagi yang bisa diandalkan.",6
"Pulsa sering hilang, sinyal nggak stabil, dan nggak ada solusi. Rasanya kayak jadi pelanggan yang dilupakan.",6
Sinyal di Semarang benar-benar bikin bingung. Setiap hari harus berjuang buat sekadar terhubung.,6
"Kuota masih ada, tapi sistem bilang habis. Masalah ini sering banget bikin nggak tahu harus gimana.",6
"Baru beli pulsa lewat Livin, tapi saldo terpotong dan pulsanya nggak masuk. Rasanya nggak ada kejelasan sama sekali.",6
Kenapa jaringan Telkomsel malah makin nggak bisa diandalkan? Rasanya sulit banget tiap hari begini.,6
"Jaringan di Binjai lambat banget. Udah coba lapor, tapi tetap nggak ada perubahan. Tiap hari kayak jalan di tempat.",6
"Sinyal selalu bermasalah kalau hujan. Saat paling butuh, malah nggak bisa apa-apa.",6
@IndiHomeCare Seharian ini Indihome dan Telkomsel sinyalnya nggak ada di Ciledug. Kerjaan benar-benar terhenti.,6
"Pulsa hilang saat kirim ke member lain, tapi nggak ada kepastian. Sampai sekarang masih nunggu tanpa hasil.",6
Disney+ nggak gratis lagi ya? Salah satu alasan tetap pakai Telkomsel jadi nggak ada.,6
"Top up pulsa 75 ribu dari pagi nggak masuk-masuk. Udah kirim bukti transfer, tapi nggak ada kabar.",6
"Jaringan makin parah dari hari ke hari. Udah bayar mahal, tapi rasanya nggak ada perubahan yang berarti.",6
"Sudah lama setia pakai Telkomsel, tapi sekarang semuanya kayak jauh dari harapan.",6
"Jaringan sering hilang total kalau mati lampu. Udah lapor, tapi nggak ada yang berubah.",6
"Naik kereta, sinyal hilang terus. Mau tetap terhubung aja susah banget.",6
Salah satu anggota keluarga harus ganti nomor karena tagihan kartu Halo terus naik. Nomor lama jadi kenangan aja.,6
Sinyal makin buruk belakangan ini. Kuota habis dua kali sebulan karena nggak bisa pakai wifi dengan lancar.,6
"Koneksi mahal, tapi sering hilang saat penting. Rasanya kayak terus-terusan dikecewakan.",6
"Masalahnya di aplikasi. Udah uninstall, tapi malah nggak bisa login sama sekali. Nggak tahu harus ngapain lagi.",6
Acara yang ditunggu-tunggu jadi nggak maksimal gara-gara teknis. Rasanya kayak kehilangan momen yang berharga.,6
20 tahun pakai Telkomsel Hallo akhirnya pindah ke Three. Berat banget harus ninggalin nomor lama yang penuh kenangan.,6
"Masalah sama Veronika nggak selesai-selesai. Tiap kali coba, cuma muter di tempat.",6
"Kartu hilang, nomor masih aktif. Butuh ganti SIM card baru, tapi nggak tahu harus mulai dari mana.",6
By.u yang biasanya lancar sekarang sering nggak ada sinyal. Nggak nyangka bakal begini terus.,6
"Kalau mati lampu, sinyal Telkomsel juga ikut hilang. Mau akses apa-apa jadi nggak bisa sama sekali.",6
"Sinyal di rumah masih lemah banget sejak kemarin. Lapor terus, tapi nggak ada yang berubah.",6
"Lagi belajar, tapi jaringan malah bikin susah. Rasanya berat banget harus terus begini.",6
Dua bulan terakhir kualitas sinyal Telkomsel turun banget. Mau buka gambar aja butuh waktu lama.,6
Pindah ke Halo ternyata bikin semuanya lebih ribet. Sekarang malah pengen balik ke awal.,6
Malam-malam sinyal kacau. Nggak bisa istirahat dengan tenang karena ada kerjaan yang belum selesai.,6
"Waktu belajar, jaringan malah makin buruk. Semua rencana jadi terganggu.",6
Kartu hilang tapi nomor masih aktif. Butuh banget SIM card baru buat urusan penting.,6
Dulu Telkomsel selalu bisa diandalkan. Sekarang buka gambar aja lama banget.,6
"Sering dapat SMS, tapi pulsa nol terus. Masa aktif nggak bertambah, kayak nggak ada jalan keluar.",6
"Wifi gagal terus, sinyal Telkomsel malah ikut bermasalah. Cape banget sama semua ini. https://t.co/ogdLIrRcqD",6
Bekerja pakai internet makin susah. Ada rekomendasi wifi portabel yang stabil? Sedih banget sinyal jelek terus.,6
Susah banget dapat sinyal di kamar paling ujung. Selain Telkomsel nggak ada yang bisa diandalkan. Sedih banget ini.,6
"Telkomsel bikin kecewa. Janji sinyal bagus, tapi hasilnya malah zonk. Cape banget rasanya jadi korban.",6
"@Telkomsel Makin mahal, tapi kualitas sinyal makin buruk. Udah 9 tahun pakai, sekarang malah bikin kecewa. Rasanya mau berhenti pakai Telkomsel.",6
"Kak @Telkomsel, kenapa sinyal ada tapi kayak nggak ada? Sedih banget sampai harus ke Grapari buat minta solusi.",6
@Telkomsel Mohon balas DM saya. Masalah ini belum selesai. Sedih banget nggak ada kabar apa-apa.,6
"@Telkomsel Pelayanan di Kecamatan Manis Mata Kalimantan Barat bikin kecewa. Hujan sedikit aja, sinyal langsung putus. Sedih banget bayar mahal tapi dapat layanan kayak gini.",6
@Telkomsel Kenapa Disney+ sekarang jadi mahal banget? Sedih rasanya nggak bisa menikmati layanan yang dulu gratis.,6
"Migrasi ke Halo bikin menyesal banget. Mau balik ke prabayar nggak bisa, nomor udah lama dipakai buat OTP. Sedih banget, nasib terjebak. https://t.co/Ow8LJtovtU",6
@Telkomsel Kenapa sinyal hilang terus? Sedih banget udah coba refresh tetap nggak ada perbaikan.,6
"Telkomsel sinyalnya jelek banget sekarang. Padahal lagi mendesak banget buat telpon, tapi nggak bisa. Kecewa dan sedih banget.",6
@Telkomsel Sinyalnya makin nggak karuan. Beli paket mahal-mahal tapi internet lemot. Sedih dan capek rasanya.,6
"@TelkomselHalo Makin parah aja. Sinyalnya jelek, internetnya lemot. Kecewa banget migrasi ke Halo.",6
"@Telkomsel Kenapa layanan di Kecamatan Manis Mata Kalbar buruk banget? Setiap hujan atau mati lampu, jaringan langsung hilang. Sedih banget rasanya.",6
Telkomsel kenapa makin mahal dan kualitas sinyalnya makin menurun? Sedih rasanya jadi pelanggan setia tapi terus dikecewakan.,6
"@Telkomsel Udah lama pakai Telkomsel karena kualitasnya. Tapi sekarang sinyal 4G aja lambat banget. Sedih banget, apa yang salah?",6
"@Telkomsel Keburu kehilangan customer kalau hanya mikirin revenue. Hal kecil kayak gini harusnya diperhatikan dari awal. Sedih banget, kenyamanan customer diabaikan.",6
"@Telkomsel Kamu mahal, tapi jaringan juga nggak bagus. Cerita dong, kenapa? Kecewa banget.",6
@Heraloebss Akhirnya CS Grapari nggak bisa bantu menurunkan harga paket. Sedih banget karena terjebak langganan yang nggak bisa dihentikan.,6
@Telkomsel Di Wamena Jayawijaya Papua jaringan internet sangat buruk. Sedih banget di ibu kota provinsi kayak gini. https://t.co/5GCzFduBIn,6
"@Telkomsel Sinyal tiba-tiba hilang, nggak ada layanan. Lagi gangguan, ya? Sedih banget kejadian terus.",6
"Demi layanan premium, aku tetap langganan dengan nomor lama Telkomsel. Tapi sinyal nggak ada. Cape banget.",6
"@Telkomsel Kuota lokal tidak bisa terpakai, padahal kartunya aktif. Sudah hubungi CS tapi tetap nggak bisa. Kecewa dan sedih banget.",6
"@Telkomsel Sinyal hilang, ternyata bukan karena HP-nya. Sedih banget nggak ada solusi.",6
"Gue pengen nangis, tapi nggak tahu kenapa. Cape banget rasanya.",6
"@Heraloebss Kejadian ini bikin kesel dan sedih, akhirnya harus ganti nomor baru dengan ribetnya. Kapok banget ditawarin pascabayar.",6
"@Telkomsel Sudah 3 hari kerja tapi OTP masih nggak valid. Parah banget, sedih banget rasanya.",6
@Telkomsel Sinyal ilang mulu seharian. Cape banget hadapin ini terus.,6
"@Telkomsel Kenapa kalau mati listrik sinyal juga hilang? Aku pernah gagal ikut seminar karena ini, sedih banget.",6
"@Telkomsel Jaringan makin lemot, kuota cepat habis, tapi harganya mahal. Kecewa dan sedih banget mau ngisi kuota.",6
@Telkomsel Kenapa sinyal di apartemen jelek banget? Padahal masih di tengah kota. Sedih banget ini.,6
"@Telkomsel Internet lemot terus, padahal kuota masih banyak. Lancar cuma 3-4 hari, habis itu lelet lagi. Cape banget, kapan Telkomsel bangkrut aja.",6
"@Telkomsel Jaringan 3G dihapus, padahal itu lumayan buat ngirit kuota. Kecewa dan sedih banget rasanya.",6
"@Telkomsel Mau beli paket tapi malah gagal, saldonya pindah ke myvoucher. Rugi banget, sedih banget rasanya. https://t.co/QzC3beeFNj",6
"@Telkomsel Paket darurat 1.2 GB nggak ada internetnya, cuma ada SMS. Kecewa banget, rugi terus.",6
"Serius tanya, kartu apa yang bagus selain @Telkomsel? Apa yang sinyalnya mulus? Sedih banget cari alternatif.",6
"@Telkomsel Pelayanannya mengecewakan banget, sejak ganti nomor baru di awal 2023, kualitasnya menurun drastis. Sedih banget, nggak kayak dulu lagi.",6
"@Telkomsel Mau beli paket malah gagal, saldo pindah ke myvoucher, jadi nggak bisa beli lagi. Kecewa banget! Sedih rasanya kayak nggak dihargai sebagai pelanggan. https://t.co/QzC3beeFNj",6
"@Telkomsel Paket darurat 1.2 GB nggak ada internetnya, cuma SMS doang. Rasanya rugi terus-terusan. Sedih banget, kenapa begini?",6
"Serius, kartu apa yang bagus selain @Telkomsel? Sedih banget harus tanya ini, karena nggak nyaman sama sinyal sekarang.",6
"@Telkomsel Sejak ganti nomor baru di awal 2023, pelayanannya buruk banget. Dulu bangga pakai Telkomsel, sekarang cuma bikin sedih.",6
"Setelah sekian lama, sinyal muncul lagi. Tapi rasanya sudah capek dan sedih harus nunggu kayak gini terus. https://t.co/wCiI7LHCcp",6
"@Telkomsel Sinyalnya hilang, kayak nggak ada layanan. Urgent banget, rasanya mau nangis karena nggak bisa kerja.",6
"@Telkomsel Beli paket pakai gopaylater malah gagal, saldo terpotong. Sedih banget rasanya ditinggal tanpa solusi.",6
"Aku pakai paket Telkomsel gratis Prime Video, tapi animenya nggak lengkap. Kecewa banget, padahal harapan besar banget. Sedih! :(",6
"Kurang lebih dua minggu sabar, tapi sinyal @Telkomsel nggak bisa mendukung aktivitas. Nyesek banget rasanya, sedih banget!",6
@Telkomsel Internetku jelek banget dari kemarin. Rasanya mau nangis karena nggak bisa apa-apa. Sedih banget.,6
"@Telkomsel Buruan gan, miris banget kalau begini terus. Kecewa campur sedih rasanya.",6
"Jaringan tsel jelek banget. Cape, beneran cape banget! Sedih nggak ada perubahan.",6
"@Telkomsel Dulu nggak kayak gini, sekarang paket mingguan habis terus. Kecewa berat, sedihnya nggak ketulungan. https://t.co/7Vgsim0BZ3",6
"@byu_id Min, paket udah beli tapi nggak bisa dipakai. Kenapa harus begini? Kecewa dan sedih banget, beneran. https://t.co/GGAVMTstBd",6
Mana yang kecewa sama @Telkomsel? Rasanya sedih banget nggak bisa lagi percaya sama layanan ini. https://t.co/XklcimannW,6
"@Telkomsel Kartu saya diganti ke Halo tanpa pemberitahuan, tagihan naik 400rb lebih. Kapok banget, sedih banget, nggak sangka begini.",6
"Dari tadi sinyal begini terus. Pusing, cape, sedih banget rasanya nggak ada solusi. https://t.co/8SMJ1XJiTW",6
"@Telkomsel Seharian sinyal hilang di Puri Pamulang. Rasanya sedih banget, kayak nggak dianggap pelanggan. https://t.co/dcBpRlxOj7",6
"@Telkomsel Lagi tournament sinyal cuma 2 bar, beli paket mahal tapi hasilnya jelek. Kecewa berat, sedih banget rasanya salah pilih provider. https://t.co/bCJHc55JJV",6
"@Telkomsel Berlangganan cuma 7 hari, rugi dong. Kecewa banget, sedihnya nggak habis-habis!",6
"@Telkomsel Kuota reguler bisa dipakai, tapi HP nggak bisa nelpon. Miris banget, sampai sedih rasanya.",6
Akun lagi bagus tapi nggak butuh pulsa. Sistem perpanjangan Telkomsel sekarang nyebelin banget. Rasanya cape dan sedih! https://t.co/kLidzcPrm4,6
"@Telkomsel Mau beli paket malah gagal, saldo pindah ke myvoucher, jadi nggak bisa beli lagi. Kecewa banget, sedih rasanya. https://t.co/QzC3beeFNj",6
"@Telkomsel Paket darurat 1.2 GB nggak ada internetnya, cuma SMS. Kecewa banget, rugi terus-terusan begini.",6
"Serius, kartu apa yang bagus selain @Telkomsel? Sinyalnya nggak bikin sedih?",6
"@Telkomsel Sejak ganti nomor baru di awal 2023, pelayanannya buruk sekali. Sedih banget, nggak kayak dulu lagi.",6
"Setelah sekian lama, sinyal muncul lagi. Miris banget menunggu begini. https://t.co/wCiI7LHCcp",6
"@Telkomsel dan @gopayindonesia, CS cuma kasih jawaban template. Miris rasanya, nggak ada solusi konkret untuk masalah pelanggan. Bikin kecewa berat. https://t.co/0JSazkyU0v",6
"@Telkomsel, apa nggak capek bikin pelanggan frustrasi? Sinyal di Padang bikin sakit hati. Butuh layanan yang lebih layak.",6
"Migrasi ke kartu Halo Telkomsel malah bikin tagihan melambung tinggi tanpa pemberitahuan. Rasanya pengorbanan pelanggan nggak dihargai, kecewa sampai hilang kata-kata.",6
"Indihome dan Telkomsel kenapa sering bikin sinyal hilang? Capek banget terus-terusan begini, nggak ada habisnya.",6
"Pak, tolong bantu aktifkan nomor saya yang mati karena lupa isi pulsa. Sedih banget kehilangan nomor kesayangan yang udah lama menemani.",6
"@Telkomsel, menyesal banget pindah ke Halo. Beban banget rasanya, layanan makin mahal tapi kualitas menurun drastis.",6
"Aplikasi MyTelkomsel bikin stress! Paket nggak masuk, pulsa hilang, rasanya pengen nangis karena nggak bisa apa-apa.",6
Kuota 17GB gagal diaktifkan. Kenapa sih selalu bikin pelanggan kecewa? Rasanya pengen nyerah.,6
"Dari siang sinyal jelek banget. Nggak ada angin, nggak ada hujan, tapi sinyal hilang. Rasanya pengen teriak karena nggak ada solusi.",6
